,,’˝”‡œ“ŒÛ≤Ó,0.0001,0.043588751695897,QWEŒÛ≤Ó,0.0001,9.2545120379912E-05
,,,0.0001258925,0.050256456582471,,0.0001258925,0.00011434916174288
,,,0.0001584893,0.058592390771578,,0.0001584893,7.4830639560262E-05
,,,0.0001995262,0.068683034041806,,0.0001995262,6.1923096053064E-05
,,,0.0002511886,0.080847657742324,,0.0002511886,0.00010430033250918
,,,0.0003162278,0.095584591245038,,0.0003162278,6.7092600309499E-05
,,,0.0003981072,0.11317441758863,,0.0003981072,6.9347069602794E-05
,,,0.0005011872,0.13400022416188,,0.0005011872,0.0001104245769803
,,,0.0006309573,0.15859067253226,,0.0006309573,0
,,,0.0007943282,0.18735028386069,,0.0007943282,2.9766489330476E-05
,,,0.001,0.22077991900486,,0.001,2.5006220295342E-05
,,,0.001258925,0.25945160303267,,0.001258925,4.249821507164E-05
,,,0.001584893,0.3039593437977,,0.001584893,7.2891928962567E-05
,,,0.001995262,0.35507400156296,,0.001995262,1.2594402917078E-05
,,,0.002511886,0.41341471315975,,0.002511886,2.1888850162438E-05
,,,0.003162278,0.47986313867568,,0.003162278,3.8220879224999E-05
,,,0.003981072,0.55539924973204,,0.003981072,0
,,,0.005011872,0.64104504072092,,0.005011872,0
,,,0.006309573,0.73804918474302,,0.006309573,0
,,,0.007943282,0.84790494439057,,0.007943282,3.6629728039609E-05
,,,0.01,0.97232745947557,,0.01,0
,,,0.01258925,1.1134792049594,,0.01258925,0
,,,0.01584893,1.2738074709755,,0.01584893,0
,,,0.01995262,1.4562311358178,,0.01995262,0
,,,0.02511886,1.6641130459562,,0.02511886,0
,,,0.03162278,1.9010212346862,,0.03162278,0
,,,0.03981072,2.1710135336929,,0.03981072,0
,,,0.05011872,2.4784268444315,,0.05011872,0
,,,0.06309573,2.8280345287128,,0.06309573,0
,,,0.07943282,3.2249361666567,,0.07943282,0
,,,0.1,3.6748388401994,,0.1,0
,,,0.1258925,4.1839418995657,,0.1258925,0
,,,0.1584893,4.7592020561823,,0.1584893,0
,,,0.1995262,5.4082920967464,,0.1995262,0
,,,0.2511886,6.1398297526061,,0.2511886,0
,,,0.3162278,6.9635522498052,,0.3162278,0
,,,0.3981072,7.8902731955138,,0.3981072,0
,,,0.5011872,8.9322830146314,,0.5011872,0
,,,0.6309573,10.103261428079,,0.6309573,0
,,,0.7943282,11.41872789065,,0.7943282,0
,,,1,12.896017309546,,1,0
,,,1.258925,14.554676971647,,1.258925,1.126309404875E-05
,,,1.584893,16.416628045637,,1.584893,0
,,,1.995262,18.506604744589,,1.995262,0
,,,2.511886,20.852174419695,,2.511886,0
,,,3.162278,23.484544413947,,3.162278,0
,,,3.981072,26.438492838327,,3.981072,2.0026491038745E-05
,,,5.011872,29.753206885991,,5.011872,3.561228197495E-05
,,,6.309573,33.472718291663,,6.309573,6.3328013784386E-05
,,,7.943282,37.646280064019,,7.943282,3.3784225117045E-05
,,,10,42.329236988937,,10,2.0025801238715E-05
,,,12.58925,47.583773785673,,12.58925,7.1222585545669E-05
,,,15.84893,53.479930492581,,15.84893,0.0001266534609487
,,,19.95262,60.096193910347,,19.95262,0.00065315462423293
,,,25.11886,67.518248321355,,25.11886,0.0002803582979067
,,,31.62278,75.845927415779,,31.62278,0.00017805437139044
,,,39.81072,85.194043952857,,39.81072,0.0017098336331821
,,,50.11872,95.677908325738,,50.11872,0.0010472965896564
,,,63.09573,107.44515104739,,63.09573,0.0023830827558505
,,,79.43282,120.6478896312,,79.43282,0.0034899787752386
,,,100,135.4593670345,,100,0.003673036429555
